ticker,origem,grupo,setor,investment,investment_base,consistencia,basileia,solvencia,ciclicidade,dado_suspeito,quality,value,safety,dividend,rank_invest,oportunidade_grafica,criterios_ok,criterios_aplicaveis,passa_checklist,mais_5a_bolsa,sem_prejuizo_anual,lucro_20t,div_ge5_5a,div_sem_corte,roe_ge_10,divida_menor_patrim,cresc_receita_5a,cresc_lucro_5a,n_ok,n_aplic,roe_roic_ge_selic,roe_ge_setor,roic_ge_setor,margem_ge_15,cagr_ge_setor,divida_ok,marketcap_ok,insider_ok,alavancagem_ok,div_liq_patrim,nde_ok,market_cap,pl,pvp,dy,dy_teto,roe,roic,mrg_liq,ev_ebitda,div_liq_ebitda,liq_corr,div_patrim,peg,payout,cresc_5a,liq_geral,grau_endiv,indep_fin,min_52s,max_52s,dist_min52,dist_max52,dist_mm100,beta,corr_ibov,close,teto_bazin,teto_gordon,teto_dcf,teto_graham,teto_lynch,teto_projetivo,teto_graham_selic,teto_mult_ebitda,teto_medio,teto_mediana,teto_ajustado,teto_n_metodos,teto_confiavel,teto_dispersao,teto_upside_pct,teto_upside_media_pct,prox_resultado,ex_dividendo,ex_tipo,tese_ia,strategy,in_wishlist,in_carteira,preco_medio,var_pm_pct,trend,breakout_level,pct_to_level,dist_52w_high_pct,fund_ok,breakout,aprovado,note
BRSR6,SMALL11,SMALL11,Produtos financeiros,70.01,71.33,62.5,17.35,,0.4,,48.55,90.94,90.71,86.11,11,Não,2,6,False,,True,,False,False,True,,False,True,5,8,False,False,False,,False,,True,True,True,,True,5455719424.0,3.51,0.47,12.08,10.16,13.26,0.0,22.75,,,,,0.41,35.65,-8.3,,93.0,6.99,9.68,18.55,37.8,-28.1,-10.7,1.04,0.6,13.34000015258789,9.678134008008207,17.952938584855225,50.35755043355827,49.26569415646162,71.0313120661177,32.2396820543849,30.536936569361412,,33.5167236909328,32.2396820543849,29.01571384894641,3,True,5.2,117.50909682948927,151.24979990671687,n/d,2026-06-15,última,,,False,False,,,Em Baixa,14.449999809265137,-7.68165862511313,-28.371881132272105,True,False,False,sem sinal (Em Baixa; sem novo topo (-7.7%))
LEVE3,SMALL11,SMALL11,Consumo discricionário,69.99,69.99,70.0,,,0.9,,86.58,58.21,32.72,99.31,12,Rompimento,6,8,False,,True,,True,False,True,False,True,True,7,10,True,True,True,False,False,True,True,True,True,1.22,True,4639500288.0,6.13,4.43,9.05,19.55,72.29,34.45,12.31,5.05,1.09,1.37,1.44,0.18,119.84,35.0,0.81,77.23,22.71,24.26,35.6,41.1,-3.8,3.8,0.64,0.45,34.22999954223633,47.79734436742532,88.66407380157395,73.98817193060869,31.157747393187623,167.5203892768499,107.02691537132075,67.56655700832947,28.087018037065473,83.38874273561369,73.98817193060869,66.58935473754782,7,True,6.0,94.53507340946163,143.61304075602015,n/d,2026-04-30,última,"A Mahle-Metal Leve (LEVE3) apresenta uma excepcional eficiência operacional no setor de consumo discricionário, entregando um ROE de 72,3% e um ROIC de 34,4% que se posicionam muito acima das médias de seus pares, de 11,7% e 12,7%, respectivamente. Essa expressiva qualidade técnica convive com múltiplos de preço mistos, uma vez que o P/L de 6,13 vezes sugere um papel descontado, enquanto o P/VP de 4,43 se mostra mais esticado devido à forte geração de valor sobre o patrimônio. No âmbito financeiro, a excelente rentabilidade é acompanhada por um endividamento sob controle, visto que a relação dívida líquida sobre EBITDA de 1,09 vezes está confortavelmente abaixo da média setorial de 2,83 vezes, garantindo solidez mesmo com uma liquidez corrente de 1,37. Essa estrutura de capital robusta confere sustentabilidade ao atraente dividend yield de 9,05%, patamar totalmente coerente com a alta capacidade de geração de lucro da companhia e com sua alavancagem contida. Por outro lado, o crescimento de longo prazo acende um sinal de alerta, dado que o CAGR de receita de cinco anos de 35,0% ficou abaixo da média do setor de 55,5%, o que impediu a empresa de atingir a pontuação máxima em seu checklist de critérios, no qual atendeu a 6 de 8 requisitos possíveis. Sob a ótica do valuation, as estimativas de preço-teto revelam uma dispersão acentuada entre os métodos, variando desde os conservadores R$ 30,72 de Graham até os R$ 165,17 de Lynch, estabelecendo uma média de R$ 82,22 e uma mediana de R$ 72,95. Tomando como referência o preço-teto ajustado com margem de segurança de R$ 65,66, o papel sinaliza um expressivo potencial de valorização de 94,5% frente à cotação atual de R$ 33,75, em um momento técnico de tendência lateral com sinal gráfico de rompimento. Como balanço final, LEVE3 destaca-se positivamente por sua rentabilidade fora da curva, endividamento saudável e proventos robustos, mas traz como contrapartida um ritmo de expansão de receita inferior ao de seus pares setoriais e uma nota de segurança corporativa mais moderada.",Rompimento,False,False,,,Lateral,32.47999954223633,5.387931110418687,-5.468101608114595,True,True,True,"Rompimento (vol x2.1, +5.4% do topo, MM50>MM200)"
PLPL3,SMALL11,SMALL11,Consumo discricionário,69.59,73.05,50.0,,,0.9,,79.64,83.9,50.99,60.42,13,Não,5,8,False,,True,,False,False,True,False,False,True,5,10,True,True,True,False,False,True,True,False,True,1.17,True,1398296320.0,4.31,1.18,7.63,6.32,27.32,24.26,9.85,1.81,0.9,2.87,1.28,0.29,27.24,-37.9,1.2,73.04,24.14,6.46,17.36,6.7,-60.3,-29.3,1.33,0.47,6.889999866485596,3.110885635576141,5.770692853993742,21.18155411390583,14.492083704922358,34.08408280634569,11.517048316568532,19.34315507760457,26.10954377815113,,,,6,False,11.0,,,n/d,2025-12-30,última,,,False,False,,,Em Baixa,7.699999809265137,-10.519480036933205,-60.358179198255236,True,False,False,sem sinal (Em Baixa; sem novo topo (-10.5%))
VLID3,SMALL11,SMALL11,Bens Industriais,68.72,68.5,70.0,,,0.7,,64.65,73.95,67.79,73.61,14,Não,4,8,False,,True,,False,False,True,True,False,True,7,10,True,False,True,False,False,True,True,False,True,0.13,True,1298835200.0,5.96,0.79,10.26,8.58,13.18,15.68,11.15,3.11,0.45,2.3,0.41,0.93,51.13,-32.9,1.13,45.32,54.23,16.3,22.63,1.8,-26.6,-8.2,0.89,0.48,16.600000381469727,10.171375288503572,18.867901160174128,36.90436326417347,36.28797064535709,41.83366742282452,33.447532389313125,18.717866343667644,30.67675419606301,30.962293631653285,33.447532389313125,30.102779150381814,7,True,4.1,81.34203890733032,86.51983686829261,2026-11-04,2026-08-13,próxima,,,False,False,,,Em Baixa,18.460664749145508,-10.079075661465042,-27.295014591997347,True,False,False,sem sinal (Em Baixa; sem novo topo (-10.1%))
CXSE3,BOVA11,BOVA11,Insurance,68.64,65.31,87.5,,1.6,0.3,,64.88,31.96,100.0,81.25,15,Não,4,6,False,,True,,True,True,True,,True,True,7,8,True,False,False,,True,,True,True,True,,True,54540001280.0,12.26,4.02,7.32,9.63,32.79,-1.21,75.44,,,,,0.96,118.03,12.8,,8.23,91.77,12.33,22.04,47.4,-17.5,-2.2,0.68,0.53,18.18000030517578,12.50146274120032,23.190213384926594,19.648042744174475,12.28363444579476,33.25648305734539,22.48705252312934,15.892141958684308,,19.456692848357683,21.067547633651905,18.960792870286717,4,True,1.9,4.294788514875036,7.022511120742014,2026-11-09,2026-11-04,próxima,,,False,False,,,Em Baixa,22.04433250427246,-17.529821773227773,-17.676560608091428,True,False,False,sem sinal (Em Baixa; sem novo topo (-17.5%))
LAVV3,SMALL11,SMALL11,Imobiliário,67.83,65.68,80.0,,,0.8,,66.89,58.11,58.06,94.44,16,Não,5,8,False,,True,,True,False,True,True,False,True,8,10,True,True,False,True,False,True,True,False,True,0.36,True,1868352512.0,5.01,1.25,27.79,14.0,24.9,8.69,19.91,6.52,1.46,3.93,0.85,0.67,70.15,-30.3,1.47,60.31,33.37,9.22,18.94,3.7,-49.5,-20.0,1.44,0.71,9.5600004196167,9.560714522482252,17.735125439204577,25.283434243497254,18.120713792407972,40.90169124313133,25.332884137767145,14.013939977915957,9.5600004196167,20.0635629720029,17.927919615806275,16.13512765422565,8,True,4.3,68.77747851471929,109.86989635307287,n/d,2026-02-03,última,,,False,False,,,Em Baixa,10.569999694824219,-9.555338735743602,-49.63118730143927,True,False,False,sem sinal (Em Baixa; sem novo topo (-9.6%))
PETR4,BOVA11,BOVA11,Energia,67.41,74.01,30.0,,,0.9,DY5a=39.1%>=20,86.69,83.55,33.58,,17,Pivô de alta,6,8,False,,True,,False,False,True,True,False,False,3,10,True,True,True,True,False,True,True,False,True,1.7,False,572226797568.0,4.01,1.11,7.16,39.11,27.73,19.69,21.6,2.63,1.59,0.74,0.83,0.27,156.84,-7.2,0.28,65.87,33.99,27.61,48.52,51.7,-13.7,-2.6,0.38,0.25,41.880001068115234,116.99789832641594,217.03110139550157,138.38154966397178,94.15952683196562,313.31671622031354,200.1745686963114,126.37107554219313,66.10173998349097,159.0667720825205,132.37631260308245,119.1386813427742,8,True,4.7,184.47630922693267,279.81558745380215,n/d,n/d,,,Pivô de alta,False,False,,,Em Alta,43.04999923706055,-2.7177658296869245,-14.80519825551696,False,True,False,Pivô de alta
TGMA3,SMALL11,SMALL11,Bens Industriais,67.1,66.59,70.0,,,0.7,,79.19,33.46,70.55,84.72,18,Fundo duplo,6,8,False,,True,,False,False,True,True,True,True,7,10,True,True,True,False,False,True,True,True,True,0.03,True,2198365440.0,8.67,2.22,10.88,10.07,25.55,27.01,10.14,5.99,0.07,2.22,0.23,2.67,87.29,23.5,1.33,34.75,65.25,26.65,39.14,25.1,-14.8,10.0,0.88,0.49,33.34000015258789,23.976867907024655,32.230318929644326,36.92245897975025,36.047140607047645,51.20281207753771,48.83014996833266,18.12107126239221,29.81770457296592,34.64356553808692,34.13872976834598,30.724856791511385,8,True,2.8,-7.843861275068154,3.9099141557677575,n/d,2026-08-07,última,"A Tegma (TGMA3) apresenta-se como uma operação de alta eficiência no setor de bens industriais, evidenciada por um ROE de 25,6% e um ROIC de 27,0% que se posicionam significativamente acima das médias setoriais de 14,7% e 12,7%, respectivamente. Essa expressiva rentabilidade convive com múltiplos de preço que sugerem um valuation misto, onde o P/L atrativo de 8,67 contrasta com um P/VP de 2,22, indicando que o mercado já precifica parte dessa qualidade operacional. O perfil financeiro é extremamente robusto, visto que a relação dívida líquida sobre EBITDA de apenas 0,07 vezes situa-se muito abaixo do endividamento médio do setor de 2,33 vezes, garantindo uma estrutura de capital desalavancada e segura. Essa combinação de alta geração de caixa e baixa necessidade de reinvestimento sustenta um excelente dividend yield de 10,88%, o qual se mostra plenamente sustentável diante do lucro consistente e da folga no balanço patrimonial. Por outro lado, o crescimento da receita nos últimos cinco anos, com CAGR de 23,5%, ficou bastante aquém da média setorial de 117,7%, o que acende um alerta sobre a velocidade de expansão da companhia frente aos seus pares. No checklist de critérios fundamentalistas, a empresa atende a 6 de 8 requisitos, falhando apenas na margem líquida de 10,14% (abaixo do sarrafo de 15%) e no próprio ritmo de crescimento histórico. Sob a ótica do valuation, as estimativas de preço-teto revelam uma dispersão relevante entre os métodos, variando desde os conservadores R$ 23,72 por Bazin até os otimistas R$ 50,65 por Lynch, resultando em uma média de R$ 34,27 e uma mediana de R$ 33,77. Frente ao preço atual de R$ 32,98, o preço-teto ajustado com margem de segurança fica em R$ 30,39, o que aponta para um upside negativo de 7,8% em relação a essa métrica mais prudente. Em suma, os principais prós da tese residem na rentabilidade excepcional, no endividamento quase nulo e no forte retorno via proventos, enquanto os contras concentram-se no crescimento abaixo da média da indústria e na escassa margem de segurança para novos aportes no patamar de preço atual.",Fundo duplo,False,False,,,Em Alta,33.70000076293945,-1.0682510451081706,-15.672013012019493,True,True,True,Fundo duplo — rompeu pescoço ~R$31.25 (candidato)
DIRR3,BOVA11+SMALL11,BOVA11,Consumo discricionário,66.9,66.35,70.0,,,0.9,,72.93,54.49,54.06,90.97,19,Não,5,8,False,,True,,False,False,True,False,True,True,7,10,True,True,False,True,False,True,True,False,True,0.46,True,5512040448.0,6.38,2.35,14.78,12.12,36.78,9.99,18.16,4.7,0.77,4.26,1.3,0.77,77.33,29.0,1.01,82.45,14.5,10.49,16.95,1.0,-37.5,-19.0,1.47,0.64,10.59000015258789,9.168095342541697,17.006816860414848,21.99333887488864,12.973075779171683,33.95990998377776,26.078971939222285,13.13481690142039,9.619703957262558,17.991841204837485,15.070816880917619,13.563735192825858,8,True,3.7,28.080594876207556,69.89462649290705,n/d,2025-12-17,última,,,False,False,,,Em Baixa,11.84000015258789,-10.557432296373626,-38.63670922943204,True,False,False,sem sinal (Em Baixa; sem novo topo (-10.6%))
GRND3,SMALL11,SMALL11,Consumo discricionário,66.65,66.06,70.0,,,0.9,,63.53,55.71,67.72,100.0,20,Não,5,8,False,,True,,False,False,True,True,False,True,7,10,True,True,False,True,False,True,True,False,True,-0.29,True,3139516928.0,5.34,0.96,44.83,19.55,18.04,7.81,24.95,8.14,-3.59,2.05,0.02,,104.41,-24.5,2.01,29.93,70.07,3.43,4.92,1.5,-29.3,-14.0,0.69,0.43,3.4800000190734863,4.860285435370447,7.076575593899371,6.777528127034505,7.2906166042586955,,5.365315886880343,1.740930988675072,2.352235181472465,5.620426138152638,6.071422006957424,5.464279806261682,6,True,4.2,57.01953380208571,61.50649733757811,2026-11-05,2026-04-24,última,,,False,False,,,Em Baixa,3.7899999618530273,-8.179418097618507,-30.011149259682625,True,False,False,sem sinal (Em Baixa; sem novo topo (-8.2%))
PETR3,BOVA11,BOVA11,Energia,66.36,72.78,30.0,,,0.9,DY5a=37.2%>=20,86.69,79.11,33.58,,21,Pivô de alta,6,8,False,,True,,False,False,True,True,False,False,3,10,True,True,True,True,False,True,True,False,True,1.61,False,600872714240.0,4.48,1.24,6.41,37.2,27.73,19.69,21.6,2.82,1.59,0.74,0.83,0.3,166.67,-7.2,0.28,65.87,33.99,29.5,53.92,58.0,-13.5,-2.6,0.42,0.25,46.619998931884766,123.88506194258748,229.80678990349978,137.88280934095377,93.82394046452998,312.18749284744257,199.45312043031052,125.91562211513519,62.192723815846165,160.64344510753818,131.89921572804448,118.70929415524003,8,True,5.0,154.63169642857136,244.58054223092117,n/d,n/d,,,Pivô de alta,False,False,,,Em Alta,48.70000076293945,-4.271050920881225,-14.635390628758515,False,True,False,Pivô de alta
