ticker,origem,grupo,setor,investment,investment_base,consistencia,basileia,solvencia,ciclicidade,dado_suspeito,quality,value,safety,dividend,regulado,rank_invest,oportunidade_grafica,candidato_padrao,candidato_nota,virada_alta,criterios_ok,criterios_aplicaveis,passa_checklist,mais_5a_bolsa,sem_prejuizo_anual,lucro_20t,div_ge5_5a,div_sem_corte,roe_ge_10,divida_menor_patrim,cresc_receita_5a,cresc_lucro_5a,n_ok,n_aplic,roe_roic_ge_selic,roe_ge_setor,roic_ge_setor,margem_ge_15,cagr_ge_setor,divida_ok,marketcap_ok,insider_ok,margem_ok,roe_ok,alavancagem_ok,div_liq_patrim,nde_ok,market_cap,pl,pvp,dy,dy_teto,roe,roe_medio,roic,mrg_liq,ev_ebitda,div_liq_ebitda,lev_roic_adj,liq_corr,div_patrim,peg,payout,cresc_5a,pl_fut,roa,liq_geral,grau_endiv,indep_fin,min_52s,max_52s,dist_min52,dist_max52,dist_mm100,mediana_1a,media_1a,max_drawdown,vol_anual,ret_ytd,min_ytd,max_ytd,rel_ibov_ytd,beta,corr_ibov,corr_usd,close,div_ge5_5a,divo_qualidade_ok,auvp_ok,teto_bazin,teto_gordon,teto_dcf,teto_graham,teto_lynch,teto_projetivo,teto_graham_selic,teto_mult_ebitda,teto_medio,teto_mediana,teto_ajustado,teto_n_metodos,teto_confiavel,teto_dispersao,teto_upside_pct,teto_upside_media_pct,prox_resultado,ex_dividendo,ex_tipo,tese_ia,strategy,in_wishlist,in_carteira,preco_medio,var_pm_pct,trend,breakout_level,pct_to_level,dist_52w_high_pct,fund_ok,breakout,aprovado,note
PETR4,BOVA11+DIVO11+AUVP11,BOVA11,Energia,70.12,73.67,50.0,,,0.9,DY5a=41.0%>=20,85.49,82.37,36.19,,False,11,Não,Bandeira de alta,"Bandeira de alta (pré-confirmação) — pescoço R$44.07, preço 9.4% acima do pescoço; falta fechar acima e segurar",False,7,8,False,,True,,True,False,True,True,True,False,5,10,True,True,True,True,True,True,True,False,True,True,True,0.61,True,658580045824.0,4.66,1.29,7.56,41.01,27.73,30.77,19.69,24.32,2.9,1.29,0.92,0.85,0.76,0.31,191.11,96.8,4.88,10.07,0.28,65.87,33.99,26.84,48.2,79.6,0.0,16.6,37.03,35.99,-22.2,26.2,66.9,27.87,48.2,51.54,0.38,0.25,-0.06,48.20000076293945,True,True,True,141.19741016902788,261.92119586354676,137.049358392478,93.25035432371165,310.30043409617673,56.477880000000006,125.15450841879128,58.65828401799186,148.00117816021552,131.10193340563464,117.99174006507118,8,True,5.5,144.79613733905575,207.05638136423494,n/d,2026-08-24,última,,,False,False,,,Em Alta,46.869998931884766,2.837639985841589,-0.10362536178352144,True,False,False,sem sinal (Em Alta)
RIAA3,SMALL11,SMALL11,Consumo discricionário,69.94,69.93,70.0,,,0.9,,65.01,94.58,38.55,93.15,False,12,Rompimento,,,False,4,8,False,,False,,False,False,True,True,True,True,7,10,True,True,False,False,False,True,True,False,True,False,True,0.47,True,3705225216.0,2.42,0.69,43.87,13.16,28.35,8.06,8.96,14.35,2.67,2.11,3.3,1.61,0.68,0.16,31.86,16.6,5.53,4.35,1.05,64.01,35.99,6.26,10.43,18.0,-29.3,-12.7,8.27,8.21,-37.2,45.1,-12.1,6.55,10.43,-27.46,1.57,0.61,0.07,7.380000114440918,False,False,False,6.939522873091398,12.872814929584543,40.4070254199761,27.090398855469417,85.88980245450138,51.88018214566937,36.9000005722046,30.351925778140068,,,,5,False,12.4,,,n/d,n/d,,,Rompimento,False,False,,,Lateral,7.239999771118164,1.933706460616813,-31.877732747878106,False,True,False,"Rompimento (vol x4.4, +1.9% do topo, MM50>MM200)"
CURY3,BOVA11+SMALL11+DIVO11+AUVP11,BOVA11,Consumo discricionário,69.31,67.42,80.0,,,0.9,,89.54,28.18,56.9,86.99,False,13,Rompimento,,,False,6,8,False,,True,,False,False,True,True,True,True,8,10,True,True,True,True,False,True,True,False,True,True,True,-0.13,True,10368881664.0,9.44,6.27,14.3,10.4,66.38,57.38,37.72,17.89,6.09,-0.15,-0.06,1.92,0.66,7.77,98.17,8.2,7.02,16.3,0.91,70.61,24.44,26.99,40.16,24.7,-16.2,7.8,31.37,31.8,-29.9,39.7,12.2,28.13,40.16,-3.16,1.31,0.57,0.05,33.65999984741211,False,False,True,25.003098944932994,27.710926640561997,28.227426731670835,20.75322531434415,41.41177028116455,49.855511531685025,12.247735964545772,24.537665267584302,28.718420084561203,26.357012792747497,23.72131151347275,8,True,4.1,-29.52670344323688,-14.680866860523267,n/d,2026-08-17,última,"A Cury apresenta uma eficiência operacional excepcional no setor de consumo discricionário, com um retorno sobre o patrimônio líquido de 66,4% e um retorno sobre o capital investido de 37,7%, ambos posicionados muito acima dos pares setoriais, que registram médias de 12,5% e 13,1%, respectivamente. Essa alta qualidade de rentabilidade convive com múltiplos de preço mistos, pois, enquanto o indicador preço/lucro de 9,44 sugere uma avaliação razoável, o preço/valor patrimonial de 6,27 situa-se em patamar elevado, refletindo o forte prêmio exigido pelo mercado pela entrega da empresa. A saúde financeira da companhia é robusta, evidenciada por uma relação de dívida líquida sobre Ebitda negativa de 0,15, significativamente abaixo da média do setor de 2,68, o que demonstra uma excelente relação entre rentabilidade e baixo endividamento. Esse balanço desalavancado e a forte geração de caixa sustentam um rendimento de dividendos muito atrativo de 14,3%, o qual se mostra coerente com a alta lucratividade e com a confortável liquidez corrente de 1,92. Por outro lado, o crescimento da receita nos últimos cinco anos, com uma taxa anual composta de 8,2%, ficou bastante abaixo da média setorial de 33,9%, indicando uma expansão mais conservadora que a de seus pares. No checklist de critérios fundamentalistas, a empresa atende a 6 de 8 requisitos, falhando apenas no crescimento frente ao setor e na ocorrência de venda de ações por pessoas de dentro da companhia. Sob a ótica do valuation, as estimativas de preço-teto revelam uma dispersão relevante entre os métodos, variando desde o conservadorismo de Graham a 20,75 reais até o otimismo de Lynch a 41,41 reais, resultando em uma média de 28,72 reais e uma mediana de 26,36 reais. Frente ao preço atual de 33,66 reais, o valor ajustado com margem de segurança de 23,72 reais aponta para um potencial de valorização negativo de 29,5%, sugerindo que o papel já precifica boa parte do seu otimismo operacional, mesmo com a tendência gráfica atual em alta e sinal de rompimento. Como prós, destacam-se a rentabilidade formidável, o endividamento sob controle e o excelente retorno em proventos; como contras, pesam o crescimento histórico abaixo da média do setor e a ausência de margem de segurança em relação aos preços-teto calculados.",Rompimento,False,False,,,Em Alta,32.849998474121094,2.4657577196818714,-16.369409337502606,True,True,True,"Rompimento (vol x1.3, +2.5% do topo, MM50>MM200)"
PETR3,BOVA11+DIVO11+AUVP11,BOVA11,Energia,69.15,72.53,50.0,,,0.9,DY5a=38.9%>=20,85.49,78.26,36.19,,False,14,Não,Bandeira de alta,"Bandeira de alta (pré-confirmação) — pescoço R$48.98, preço 9.3% acima do pescoço; falta fechar acima e segurar",False,7,8,False,,True,,True,False,True,True,True,False,5,10,True,True,True,True,True,True,True,False,True,True,True,0.65,True,690062753792.0,5.17,1.43,6.81,38.86,27.73,30.77,19.69,24.32,3.11,1.29,0.92,0.85,0.76,0.34,200.88,96.8,3.62,10.07,0.28,65.87,33.99,28.69,53.54,86.6,0.0,15.8,40.83,39.54,-22.9,29.2,75.2,29.47,53.54,59.84,0.4,0.24,-0.06,53.540000915527344,True,True,True,148.59262680717146,275.639322727303,137.21566965778283,93.40203597093146,310.676987904414,56.477880000000006,125.30638512144697,57.65151479201807,150.6203028726335,131.2610273896149,118.1349246506534,8,True,5.5,120.64796905222433,181.32293667733484,2026-11-10,2026-08-24,última,,,False,False,,,Em Alta,52.369998931884766,2.234107327678858,-0.42774695978846644,True,False,False,sem sinal (Em Alta)
CXSE3,BOVA11+DIVO11+Wishlist,BOVA11,Insurance,68.98,65.71,87.5,,1.6,0.3,,64.06,34.41,100.0,82.88,False,15,Não,,,False,4,6,False,,True,,True,True,True,,True,True,7,8,True,False,False,,True,,True,True,True,True,True,,True,59370004480.0,13.13,4.3,6.83,9.62,32.79,28.44,-1.21,75.43,,,,,,1.03,126.32,12.8,11.51,20.76,,8.23,91.77,12.84,22.04,54.1,-10.2,5.2,17.14,16.79,-18.8,22.2,26.8,15.42,22.04,11.44,0.67,0.53,0.06,19.790000915527344,True,True,False,13.599845581156961,25.22771355304616,19.970869164564906,12.493107659203416,33.79359100190003,22.898448930232796,16.15325719380765,,20.424219307250205,21.434659047398853,19.29119314265897,4,True,1.9,-2.5205040413970203,3.2047415986992123,2026-11-09,2026-11-04,próxima,"A Caixa Seguridade (CXSE3) apresenta-se como um ativo de alta qualidade e robustez financeira, refletido em sua expressiva margem líquida de 75,43% e no score máximo de segurança de 100 pontos, embora sua rentabilidade operacional mostre sinais mistos. O retorno sobre o patrimônio líquido (ROE) de 32,8% e o retorno sobre o capital investido (ROIC) de -1,2% situam-se abaixo da média dos pares do setor de seguros, que registram 34,3% e 19,5%, respectivamente, sugerindo que a companhia enfrenta desafios específicos na eficiência de alocação de capital em comparação aos seus concorrentes diretos. Essa qualidade ligeiramente abaixo da média setorial convive com múltiplos de preço elevados, visto que o preço sobre o lucro (P/L) de 13,13 e o preço sobre o valor patrimonial (P/VP) de 4,3 indicam que o mercado cobra um prêmio pelo papel, não configurando uma relação clássica de barganha de valor. No âmbito do endividamento e da rentabilidade, a forte geração de caixa operacional compensa a ausência de alavancagem financeira tradicional, sustentando um pagamento de dividendos atrativo de 6,83% que se mostra coerente com a alta lucratividade e com o perfil gerador de caixa do setor de seguros. O crescimento histórico da empresa é um forte destaque positivo, com um crescimento anual composto (CAGR) de receita nos últimos cinco anos de 12,8%, superando amplamente a média setorial que encolheu 2,5% no mesmo período. No checklist de critérios fundamentalistas, a empresa atende a quatro dos seis requisitos avaliados, confirmando sua solidez ao registrar valor de mercado robusto, ausência de venda de ações por controladores e crescimento superior aos pares, falhando apenas em superar as médias setoriais de rentabilidade. Sob a ótica do valuation, as estimativas de preço-teto revelam uma dispersão acentuada entre as metodologias, variando desde os conservadores R$ 12,49 por Graham e R$ 13,60 por Bazin até os otimistas R$ 25,23 por Gordon e R$ 33,79 por Lynch. Essa divergência resulta em uma média de R$ 20,42 e uma mediana de R$ 21,43, valores que, quando ajustados pela margem de segurança, estabelecem um preço-teto de R$ 19,29, indicando que a cotação atual de R$ 19,79 opera com um leve prêmio de 2,5% acima do valor justo sugerido. Em balanço, os prós da Caixa Seguridade concentram-se em seu crescimento de receita muito acima do setor, margem líquida excepcional, baixo risco de crédito e proventos consistentes, enquanto os contras residem no ROE e ROIC abaixo da média dos pares, nos múltiplos de preço esticados e na ausência de desconto em relação ao preço-teto ajustado.",,True,False,,,Lateral,19.34000015258789,2.3267877941523185,-10.62464113786149,True,False,False,sem sinal (Lateral)
BRSR6,SMALL11+DIVO11,SMALL11,Produtos financeiros,68.27,69.29,62.5,17.35,,0.4,,44.79,90.01,90.71,84.93,False,16,Fundo duplo,,,False,2,6,False,,True,,False,False,True,,False,True,5,8,False,False,False,,False,,True,True,True,False,True,,True,6130527232.0,4.0,0.53,10.59,10.16,13.26,9.63,0.0,22.38,,,,,,0.51,40.66,-29.2,4.61,1.0,,93.0,6.99,10.14,18.55,47.9,-19.2,4.3,14.16,14.37,-29.2,29.2,1.1,13.13,18.55,-14.26,1.09,0.65,0.01,14.989999771118164,False,False,False,10.883422516411322,20.188748767943,49.65437424182891,48.8342986469887,67.57984248923036,33.808134193463644,28.546407018550948,,28.63366992991172,26.99844148070332,24.29859733263299,4,True,4.6,62.09871716909614,91.0184814350789,n/d,n/d,,,Fundo duplo,False,False,,,Em Alta,14.449999809265137,3.7370240067877925,-19.512333346969825,False,True,False,Fundo duplo — rompeu pescoço ~R$14.49 (candidato)
PLPL3,SMALL11,SMALL11,Consumo discricionário,68.22,71.43,50.0,,,0.9,,77.33,81.21,52.17,58.9,False,17,Não,,,False,5,8,False,,True,,False,False,True,False,False,True,5,10,True,True,True,False,False,True,True,False,True,True,True,0.52,True,1545208832.0,5.08,1.39,6.48,6.32,27.32,38.02,24.26,8.62,2.09,1.22,0.7,3.0,1.2,0.34,32.11,-37.3,3.11,7.78,1.2,73.04,24.14,6.46,17.36,17.8,-56.2,-13.4,13.78,12.33,-62.8,50.2,-41.7,6.46,16.13,-57.06,1.48,0.51,0.06,7.610000133514404,False,False,False,3.435971053131254,6.373726303558476,19.848917671075952,13.58428132874712,31.939684398927877,10.95072400487419,18.126181420378796,27.84128349889807,,,,7,False,9.3,,,n/d,2025-12-30,última,,,False,False,,,Lateral,7.449999809265137,2.1476554140348325,-56.215636075489826,True,False,False,sem sinal (Lateral)
VLID3,SMALL11+DIVO11,SMALL11,Bens Industriais,67.74,67.34,70.0,,,0.7,,61.18,75.82,66.26,76.03,False,18,Rompimento,,,False,5,8,False,,True,,False,False,True,True,False,True,7,10,True,False,True,False,False,True,True,True,True,True,True,0.1,True,1407655424.0,6.36,0.84,10.6,8.58,13.18,13.73,15.68,11.15,3.3,0.48,0.43,2.3,0.41,1.06,54.58,-32.9,10.34,7.18,1.13,45.32,54.23,16.3,22.63,10.4,-20.4,1.8,19.44,19.23,-27.9,31.7,-12.6,16.3,22.63,-27.96,0.93,0.51,0.06,18.0,False,False,False,11.033779765931795,20.430027635064356,37.43104885699448,36.939887060800416,41.23055082166446,34.43763757480022,18.210128046092983,32.73493624894881,31.630602320623673,34.43763757480022,30.9938738173202,7,True,3.7,72.18818787400112,75.7255684479093,2026-11-04,2026-08-13,última,"A Valid (VLID3) apresenta-se como um caso intrigante de investimento no setor de bens industriais, onde a eficiência operacional se destaca mesmo diante de desafios históricos de expansão. Embora o retorno sobre o patrimônio líquido (ROE) de 13,2% fique ligeiramente abaixo da média setorial de 14,5%, o retorno sobre o capital investido (ROIC) de 15,7% supera com folga os pares (12,6%), sugerindo uma alocação interna de capital altamente eficaz que convive com múltiplos de preço bastante descontados, como o preço sobre o lucro (P/L) de 6,36 e o preço sobre o valor patrimonial (P/VP) de 0,84. Essa forte rentabilidade operacional é sustentada por uma estrutura de capital extremamente robusta, evidenciada pelo endividamento de curto prazo sob controle e uma relação dívida líquida sobre EBITDA de apenas 0,48, patamar significativamente abaixo da média do setor de 2,39. Esse balanço desalancado confere total sustentabilidade ao expressivo dividendo distribuído, com um dividend yield de 10,6% que se mostra plenamente coerente com a geração de caixa e a saúde financeira da companhia. Por outro lado, o crescimento histórico é o principal ponto de atenção, visto que a taxa de crescimento anual composta (CAGR) da receita nos últimos cinco anos foi negativa em 32,9%, situando-se drasticamente abaixo da média setorial de 21,6%. Esse descompasso se reflete no checklist de critérios fundamentalistas, no qual a empresa atende a 5 dos 8 requisitos avaliados, penalizada justamente pelas métricas de crescimento e margem líquida de 11,15%, que não atinge o patamar idealizado de 15%. No campo do valuation, as estimativas de preço-teto revelam uma dispersão acentuada entre as metodologias, variando desde os conservadores R$ 11,03 pelo método de Bazin até os otimistas R$ 41,23 sob a ótica de Lynch, resultando em uma média de R$ 31,63 e uma mediana de R$ 34,44. Tomando como referência o preço-teto ajustado com margem de segurança de R$ 30,99, o papel, cotado atualmente a R$ 18,0, sinaliza um expressivo potencial de valorização de 72,2%. Em suma, o ativo contrapõe o risco de uma contração histórica de receita e um comportamento gráfico lateralizado contra os sólidos atrativos de uma operação desalancada, alta eficiência no uso do capital, forte retorno em proventos e um valuation que embute uma expressiva margem de segurança.",Rompimento,False,False,,,Lateral,17.530000686645508,2.6811140612934548,-21.16271904392758,True,True,True,"Rompimento (vol x0.9, +2.7% do topo, MM50>MM200)"
TGMA3,SMALL11+DIVO11,SMALL11,Bens Industriais,66.9,66.35,70.0,,,0.7,,78.21,34.96,69.98,84.25,False,19,Não,Bandeira de alta,"Bandeira de alta (pré-confirmação) — pescoço R$35.09, preço 1.7% abaixo do pescoço; falta fechar acima e segurar",False,7,8,False,,True,,False,False,True,True,True,True,7,10,True,True,True,False,True,True,True,True,True,True,True,0.03,True,2274193920.0,8.96,2.29,10.52,10.07,25.55,24.91,27.01,10.14,6.19,0.07,0.04,2.22,0.23,3.57,90.18,23.5,6.79,14.79,1.33,34.75,65.25,26.65,39.14,29.4,-11.9,11.5,33.05,32.87,-31.9,31.1,-2.0,26.65,39.14,-17.36,0.89,0.5,0.15,34.4900016784668,False,False,False,24.796429642164988,30.96515640513859,34.33533550847517,36.11708810109146,48.39798789711159,48.53805206776838,16.351167734146895,31.21914279456674,33.84004501880798,32.77723915152095,29.499515236368858,8,True,3.0,-14.469371409783548,-1.8844784808016102,n/d,2026-08-07,última,,,False,False,,,Em Alta,35.38999938964844,-2.5430848451636012,-12.763275361550509,True,False,False,sem sinal (Em Alta)
GRND3,SMALL11+DIVO11,SMALL11,Consumo discricionário,65.94,63.46,80.0,,,0.9,DY5a=20.2%>=20,61.95,62.75,67.72,,False,20,Não,,,False,5,8,False,,True,,True,False,True,True,False,True,8,10,True,True,False,True,False,True,True,False,True,True,True,-0.31,True,3319948800.0,5.73,1.03,40.44,20.24,18.04,16.72,7.81,24.95,8.81,-3.59,-6.43,2.05,0.02,0.38,115.98,-24.5,4.91,2.66,2.01,29.93,70.07,3.37,4.83,9.3,-23.9,-3.8,3.9,4.01,-30.3,28.1,-14.5,3.37,4.83,-29.86,0.75,0.46,0.04,3.680000066757202,True,True,False,5.320449203559915,9.869433272603642,8.50959875820819,7.185271159195622,19.26701605632043,6.059476722895763,7.771029809382574,2.3707875687213584,,,,6,False,8.1,,,2026-11-05,2026-04-24,última,,,False,False,,,Lateral,3.554507255554199,3.530526235581899,-24.625116495319112,True,False,False,sem sinal (Lateral)
LREN3,BOVA11+SMALL11,BOVA11,Consumo discricionário,65.82,65.08,70.0,,,0.9,,67.31,74.48,56.52,48.63,False,21,Não,,,False,6,8,False,,True,,False,False,True,True,True,True,7,10,True,True,True,False,False,True,True,True,True,True,True,0.13,True,10896793600.0,7.64,1.1,8.03,4.37,14.41,11.89,23.53,9.35,2.06,0.59,0.35,1.69,0.32,0.8,33.39,3.2,6.65,6.22,1.29,46.72,53.28,10.5,16.05,8.0,-29.3,-16.8,14.3,14.06,-34.6,38.3,-12.6,10.5,15.66,-27.96,1.44,0.66,0.12,11.34000015258789,False,False,False,3.539582024951301,6.565924656284662,19.666885081386067,18.555014479521944,20.73405750402944,15.89460136631733,12.92101397105174,29.381386995100378,,,,6,False,8.3,,,2026-11-05,2026-06-24,última,,,False,False,,,Em Baixa,11.739999771118164,-3.4071518426629033,-31.321855836321035,True,False,False,sem sinal (Em Baixa; sem novo topo (-3.4%))
LAVV3,SMALL11+DIVO11,SMALL11,Imobiliário,65.47,62.91,80.0,,,0.8,,65.88,51.09,54.87,95.21,False,22,Não,Bandeira de alta,"Bandeira de alta (pré-confirmação) — pescoço R$10.01, preço 8.4% acima do pescoço; falta fechar acima e segurar",False,5,8,False,,True,,True,False,True,True,False,True,8,10,True,True,False,True,False,True,True,False,True,True,True,0.37,True,2120462848.0,5.87,1.46,22.39,14.04,24.9,19.67,8.69,19.91,7.38,1.5,2.42,4.12,0.86,1.34,82.4,-30.3,3.1,4.85,1.47,60.31,33.37,9.22,18.94,17.7,-42.7,-4.1,12.97,13.33,-51.3,36.3,-26.9,9.22,18.94,-42.26,1.5,0.72,0.05,10.850000381469727,True,True,False,10.879535307269204,16.52926246191907,20.058883051001093,17.580269726963696,34.046427789449844,23.862642828135105,10.028395452704101,10.850000381469727,17.97942712486398,17.054766094441383,15.349289484997245,8,True,3.4,41.46810087870292,65.70899993303514,n/d,2026-02-03,última,,,False,False,,,Lateral,10.359999656677246,4.729736882536129,-42.83455930899712,True,False,False,sem sinal (Lateral)
DIRR3,BOVA11+SMALL11+DIVO11+AUVP11,BOVA11,Consumo discricionário,65.4,64.59,70.0,,,0.9,,71.57,49.54,54.44,91.1,False,23,Não,,,False,5,8,False,,True,,False,False,True,False,True,True,7,10,True,True,False,True,False,True,True,False,True,True,True,0.31,True,5959243264.0,6.97,2.56,13.53,12.12,36.78,26.14,9.99,17.73,5.09,0.6,0.83,4.18,1.16,1.22,84.48,8.6,4.98,5.44,1.01,82.45,14.5,10.3,16.95,11.3,-32.4,-9.4,13.85,13.87,-39.2,40.1,-15.9,10.3,16.88,-31.26,1.47,0.64,0.07,11.460000038146973,False,False,True,9.921281542806227,17.709201889314766,20.963076551547804,12.86884311596829,29.314591456013574,24.98788259055165,10.29249740622072,9.70067815260014,16.969756588127893,15.289022502641528,13.760120252377375,8,True,3.0,20.070856950907313,48.07815472635741,n/d,2025-12-17,última,,,False,False,,,Lateral,11.289999961853027,1.5057579882050254,-33.5955331030203,True,False,False,sem sinal (Lateral)
PINE4,DIVO11,SMALL11,Financial Services,65.31,63.6,75.0,14.09,,0.4,,64.18,73.72,44.14,74.66,False,24,Não,,,False,4,6,False,,True,,False,False,True,,True,True,6,8,True,True,False,,True,,True,False,True,True,True,,True,2906463232.0,4.85,1.62,8.18,8.57,33.43,18.92,0.0,39.51,,,,,,0.32,41.58,76.3,3.73,1.87,,95.52,4.47,5.92,15.72,94.7,-26.7,-9.5,11.91,11.47,-36.3,47.5,-8.2,10.01,15.72,-23.56,1.13,0.41,-0.07,11.520000457763672,False,False,False,7.055028102934598,13.087077130943678,31.47216619904508,19.494647145213136,55.9938969706267,12.77531889407378,28.74061969875061,,16.097397581749284,12.93119801250873,11.638078211257858,4,True,4.5,1.024980458352398,39.73434845569619,n/d,n/d,,,,False,False,,,Em Baixa,11.15999984741211,3.2258119648186367,-27.158034885702918,False,False,False,sem sinal (Em Baixa)
B3SA3,BOVA11+AUVP11,BOVA11,Produtos financeiros,65.17,64.91,66.66666666666667,,,0.4,,93.23,24.82,,37.67,False,25,Fundo duplo,,,False,5,6,False,,True,,False,False,True,,True,True,6,9,True,True,True,,True,,True,False,True,True,True,,True,86143442944.0,16.34,4.66,4.48,3.56,28.49,23.11,22.2,49.45,,,,,,1.37,58.18,33.0,13.6,9.25,0.57,63.98,35.97,11.68,19.55,47.7,-11.7,8.2,14.95,15.05,-27.8,35.1,31.0,13.18,19.55,15.64,1.61,0.8,0.08,17.260000228881836,False,False,True,4.38970844641677,8.142909168103108,13.996022217422539,9.382381149900102,16.346369525302503,9.219495848448611,10.732597896240305,,8.937033920097758,8.68120250827586,7.813082257448274,4,True,3.2,-54.73301185492259,-48.221125135658646,2026-11-12,2026-06-25,última,"A B3SA3 apresenta uma robusta qualidade operacional no setor de produtos financeiros, evidenciada por um ROE de 28,5% e um ROIC de 22,2%, ambos significativamente acima dos pares setoriais que registram 17,1% e 2,4%, respectivamente. Essa elevada rentabilidade, contudo, convive com múltiplos de preço esticados, visto que o P/L de 16,34 e o P/VP de 4,66 indicam que o mercado cobra um prêmio alto por essa eficiência, o que é corroborado pelo score de valor de apenas 25,0 em contraste com o score de qualidade de 93,0. O crescimento histórico da companhia é outro ponto de destaque, com um CAGR de receita de cinco anos de 33,0% que supera com folga a média setorial de 6,8%, refletindo uma forte dominância de mercado. No que tange aos proventos, o dividend yield de 4,48% mostra-se moderado e sustentável quando amparado por uma expressiva margem líquida de 49,45%, embora o score de dividendos de 38,0 sugira que a distribuição não é o único foco da alocação de capital. Sob a ótica do checklist de critérios fundamentalistas, a empresa demonstra solidez ao atender 5 de 6 requisitos, falhando apenas devido à presença de venda de ações por parte de insiders. No entanto, a análise de valuation sinaliza um claro sinal de alerta, pois o preço atual de R$ 17,26 está muito acima de todas as referências de preço-teto calculadas. Há uma dispersão notável entre os métodos de avaliação, variando desde o conservador modelo de Bazin a R$ 4,39 até o mais otimista de Lynch a R$ 16,35, resultando em uma média de R$ 8,94 e uma mediana de R$ 8,68. Frente ao preço-teto ajustado com margem de segurança de R$ 7,81, o papel apresenta um expressivo upside negativo de -54,7%, indicando que o preço de tela atual embutiu expectativas excessivamente otimistas. Em balanço, os prós residem na rentabilidade excepcional, margem líquida quase na metade da receita e crescimento muito acima da média do setor, enquanto os contras concentram-se no valuation severamente esticado perante os modelos matemáticos e na venda de papéis por insiders.",Fundo duplo,False,False,,,Em Alta,16.6200008392334,3.8507783232937465,-13.832821017162,True,True,True,Fundo duplo — rompeu pescoço ~R$16.00 (candidato)
INTB3,SMALL11+AUVP11,SMALL11,Tecnologia de informação,64.94,65.81,60.0,,,0.5,,71.21,53.62,78.16,47.26,False,26,Não,Fundo duplo,"Fundo duplo (pré-confirmação) — pescoço R$13.81, preço 10.0% acima do pescoço; falta fechar acima e segurar",False,5,8,False,,True,,False,False,True,True,True,True,6,10,True,True,True,False,False,True,True,False,True,True,True,-0.17,True,4970336768.0,8.34,1.51,7.91,4.3,18.07,19.14,17.52,13.1,6.63,-1.0,-0.8,2.64,0.26,0.72,35.85,14.3,7.65,5.97,1.67,43.4,56.17,9.95,15.19,52.6,0.0,10.2,12.69,12.65,-17.9,37.4,33.5,10.4,15.19,18.14,1.03,0.48,0.08,15.1899995803833,False,False,True,4.663444455474094,8.650689464904444,24.13279309833078,20.303809123349684,28.942408000014485,16.669392056683595,18.13729732210509,14.63259714455446,18.781283744277506,18.13729732210509,16.323567589894584,7,True,6.2,7.462594080484353,23.642424378550132,n/d,n/d,,,,False,False,,,Em Alta,14.930000305175781,1.7414552571535236,-2.9954091745174494,False,False,False,sem sinal (Em Alta)
ALPA4,SMALL11,SMALL11,Consumo discricionário,64.23,63.21,70.0,,,0.9,,74.7,40.69,58.4,77.4,False,27,Não,Fundo duplo,"Fundo duplo (pré-confirmação) — pescoço R$12.73, preço 11.8% acima do pescoço; falta fechar acima e segurar",False,6,8,False,,False,,False,False,True,True,True,True,7,10,True,True,True,False,True,True,True,False,True,False,True,0.19,True,9665051648.0,13.87,2.69,12.61,8.78,19.37,-7.05,17.96,14.52,8.83,0.82,0.64,1.91,0.39,0.15,121.83,92.8,11.42,7.61,0.98,45.48,54.52,8.0,16.06,78.0,-11.4,14.9,11.96,11.68,-31.7,41.5,21.3,10.97,16.06,5.94,1.05,0.44,0.08,14.229999542236328,False,False,False,8.927829252499256,16.56112326338612,13.593907277190434,11.050496074409441,30.778657986091552,10.329989999999999,12.414058721056927,6.355409530089801,11.318973445518854,11.050496074409441,9.945446466968498,7,True,4.8,-30.10929875683248,-20.45696549797632,n/d,n/d,,,,False,False,,,Em Alta,14.989999771118164,-5.070048302109775,-12.26880305401572,False,False,False,sem sinal (Em Alta)
CEAB3,BOVA11+SMALL11,BOVA11,Consumo discricionário,63.64,63.11,66.66666666666667,,,0.9,,58.99,86.63,43.36,62.33,False,28,Não,,,False,5,8,False,,False,,False,,True,True,False,True,6,9,True,True,True,False,False,True,True,False,False,False,True,0.51,True,2817123328.0,5.15,0.76,5.55,6.49,14.79,7.33,14.93,7.02,2.29,1.94,1.82,1.67,0.72,0.52,33.41,-9.5,5.09,5.91,0.81,60.22,39.78,7.28,17.96,29.0,-47.7,-9.3,12.02,12.5,-59.5,52.4,-24.3,7.28,13.6,-39.66,1.77,0.59,0.13,9.390000343322754,False,False,False,4.350849951185553,8.0708266594492,24.15873874738378,22.513678321554572,29.785305701626896,9.534896080996306,16.158548588792538,65.49473116356567,,,,6,False,15.1,,,n/d,n/d,,,,False,False,,,Lateral,8.770000457763672,7.069553628246683,-48.04710067978593,False,False,False,sem sinal (Lateral)
