ticker,origem,grupo,setor,investment,investment_base,consistencia,basileia,solvencia,ciclicidade,dado_suspeito,quality,value,safety,dividend,rank_invest,oportunidade_grafica,criterios_ok,criterios_aplicaveis,passa_checklist,mais_5a_bolsa,sem_prejuizo_anual,lucro_20t,div_ge5_5a,roe_ge_10,divida_menor_patrim,cresc_receita_5a,cresc_lucro_5a,n_ok,n_aplic,roe_roic_ge_selic,roe_ge_setor,roic_ge_setor,margem_ge_15,cagr_ge_setor,divida_ok,marketcap_ok,insider_ok,alavancagem_ok,div_liq_patrim,nde_ok,market_cap,pl,pvp,dy,dy_teto,roe,roic,mrg_liq,div_liq_ebitda,liq_corr,div_patrim,peg,close,teto_bazin,teto_gordon,teto_dcf,teto_graham,teto_lynch,teto_medio,teto_mediana,teto_ajustado,teto_n_metodos,teto_confiavel,teto_dispersao,teto_upside_pct,teto_upside_media_pct,prox_resultado,ex_dividendo,ex_tipo,tese_ia,strategy,trend,breakout_level,pct_to_level,dist_52w_high_pct,fund_ok,breakout,aprovado,note
PETR3,BOVA11,BOVA11,Energia,68.03,71.21,50.0,,,0.9,DY5a=37.2%>=20,86.31,81.38,24.5,,21,Não,5,7,False,,True,,False,True,True,False,False,3,6,True,True,True,True,False,,True,False,True,,True,588886179840.0,4.42,1.22,6.5,37.2,27.73,19.69,21.6,,0.74,0.83,0.29,45.689998626708984,121.41554792747405,225.22584140546437,136.96662484250993,93.33001895799575,310.11311285096593,177.41022919688203,136.96662484250993,123.26996235825894,5,True,3.3,169.79638009049768,288.29116771558273,2026-08-06,2026-06-02,última,,,Em Alta,48.70000076293945,-6.180702441633368,-16.33828883951265,True,False,False,sem sinal (Em Alta; sem novo topo (-6.2%))
ISAE4,BOVA11,BOVA11,Serviços públicos,67.72,64.97,83.33333333333333,,,0.0,,61.21,55.34,79.78,76.39,22,Não,4,7,False,,True,,False,True,True,True,True,5,6,False,False,False,True,True,,True,True,True,,True,18537529344.0,6.56,0.83,6.6,8.9,12.71,9.63,26.39,,5.28,0.79,1.24,26.270000457763672,16.70734191357912,28.261857129494437,48.38620280720594,53.402350579802054,56.824994306337686,46.71885120571003,50.894276693504,45.8048490241536,4,True,3.4,74.36181281305123,77.84107495857707,n/d,2026-04-20,última,,,Em Baixa,28.530000686645508,-7.921486766524022,-18.019236862253795,True,False,False,sem sinal (Em Baixa; sem novo topo (-7.9%))
LREN3,BOVA11+SMALL11,BOVA11,Consumo discricionário,67.09,64.22,83.33333333333333,,,0.9,,69.77,67.86,55.01,48.61,23,Não,5,7,False,,True,,False,True,True,True,True,5,6,True,True,True,False,False,,True,True,True,,True,11910299648.0,8.35,1.2,7.35,4.35,14.41,23.53,9.37,,1.78,0.28,0.91,12.390000343322754,3.8533275534062357,7.147922611568566,19.66077898790736,18.56644334558858,20.068990490161635,19.432070941219195,19.66077898790736,17.694701089116624,3,True,5.2,42.81437125748499,56.83672641455226,2026-11-05,2026-06-24,última,,,Em Baixa,13.899999618530273,-10.863304436314658,-28.469941411042765,True,False,False,sem sinal (Em Baixa; sem novo topo (-10.9%))
VIVA3,BOVA11+SMALL11,BOVA11,Consumo discricionário,66.4,63.41,83.33333333333333,,,0.9,,76.52,53.05,69.86,17.36,24,Não,5,7,False,,True,,False,True,True,True,True,5,6,True,True,True,True,False,,True,False,True,,True,5085970944.0,8.72,1.6,3.23,1.97,18.4,17.32,18.56,,4.19,0.38,0.58,21.6299991607666,3.0424925247465646,5.643823633404877,32.8666845046052,27.468157431340234,42.09230306857235,,,,3,False,13.8,,,n/d,2025-12-22,última,,,Em Baixa,23.350000381469727,-7.366172131063841,-39.73503176095192,True,False,False,sem sinal (Em Baixa; sem novo topo (-7.4%))
ABCB4,SMALL11,SMALL11,Produtos financeiros,65.41,66.37,60.0,16.87,,0.4,,53.24,68.97,83.86,84.03,25,Não,2,6,False,,True,,False,True,,False,True,3,5,True,False,False,,False,,True,False,True,,True,6063676416.0,6.01,0.84,11.08,10.04,14.05,0.0,40.92,,,,1.08,23.530000686645508,16.88052203677963,29.592107501667932,49.02408029686542,49.67482203402362,61.1260993703407,31.832236611770995,29.592107501667932,26.63289675150114,3,True,2.9,13.186978216352907,35.28361956163237,n/d,2026-06-30,última,,,Em Baixa,24.15999984741211,-2.607612436860518,-13.899053673174034,True,False,False,sem sinal (Em Baixa; sem novo topo (-2.6%))
GRND3,SMALL11,SMALL11,Consumo discricionário,65.25,65.0,66.66666666666667,,,0.9,,63.19,55.74,63.14,100.0,26,Não,4,7,False,,True,,False,True,True,False,True,4,6,True,True,False,True,False,,True,False,True,,True,3211689472.0,5.54,1.0,43.19,19.55,18.04,7.81,24.95,,2.05,0.02,,3.559999942779541,4.971223978721485,7.238102113018483,6.683032383557261,7.174412903605622,,6.516692844725712,6.928722643581441,6.235850379223297,4,True,1.5,75.16433931048137,83.05317273790949,2026-11-05,2026-04-24,última,,,Em Baixa,3.8499999046325684,-7.532466728222009,-28.40221170542636,True,False,False,sem sinal (Em Baixa; sem novo topo (-7.5%))
MULT3,BOVA11+SMALL11,BOVA11,Imobiliário,64.83,61.57,83.33333333333333,,,0.8,,87.53,39.62,41.95,38.89,27,Não,6,7,False,,True,,False,True,True,True,True,5,6,True,True,True,True,True,,True,False,True,,True,13646185472.0,10.29,2.11,4.04,3.71,20.52,18.7,43.42,,1.64,0.75,0.81,27.790000915527344,7.356009285780625,13.64539722512306,35.78401478432821,28.289866961598744,44.29379343222048,30.503268100817625,32.03694087296348,28.83324678566713,4,True,6.0,3.7540332341510663,9.763465620378131,2026-10-29,2026-07-01,última,,,Em Baixa,29.219999313354492,-4.89390291386349,-21.226062647174448,True,False,False,sem sinal (Em Baixa; sem novo topo (-4.9%))
BBDC3,BOVA11,BOVA11,Produtos financeiros,63.44,60.52,80.0,15.65,,0.4,,51.13,67.19,66.43,74.31,28,Não,3,6,False,,True,,False,True,,True,True,4,5,True,False,False,,True,,True,False,True,,True,165008867328.0,6.48,0.92,9.33,8.69,14.13,0.0,26.07,,,,1.05,15.149999618530273,9.409156548649126,17.453985397744127,30.978008479247855,29.432182268996662,34.750646992456204,19.2803834752137,17.453985397744127,15.708586857969715,3,True,3.3,3.6870445775867955,27.263260466564443,2026-11-04,2026-09-02,próxima,,,Lateral,16.50238800048828,-8.19510716823524,-16.7134172222279,True,False,False,sem sinal (Lateral; sem novo topo (-8.2%))
CYRE3,BOVA11+SMALL11,BOVA11,Consumo discricionário,63.44,62.87,66.66666666666667,,,0.9,,61.52,64.01,61.89,68.06,29,Não,4,7,False,,True,,False,True,True,False,True,4,6,True,True,False,True,False,,True,False,True,,True,7938736128.0,4.97,0.93,10.67,7.26,18.6,6.91,20.76,,3.78,0.75,0.42,21.670000076293945,11.242930480692648,20.85563604168486,57.77213300018003,47.81129458798794,83.49262998376214,52.482923403403746,52.79171379408398,47.512542414675586,4,True,7.4,119.25492499952632,142.19161614502173,2026-08-13,2025-12-10,última,,,Em Baixa,21.829999923706055,-0.7329356297356648,-39.83087347335578,True,False,False,sem sinal (Em Baixa; sem novo topo (-0.7%))
BBSE3,BOVA11,BOVA11,Insurance,63.35,60.41,80.0,,1.3,0.3,,68.46,32.94,61.0,91.67,30,Não,5,6,False,,True,,True,True,,False,True,4,5,True,True,False,,True,,True,True,True,,True,74505117696.0,8.11,6.84,17.34,12.84,84.38,0.0,87.93,,,,,38.380001068115234,35.20932541462496,51.26477780369395,49.21726400843384,24.44318324430274,,45.23045574225092,49.21726400843384,44.295537607590454,3,True,1.5,15.413070283600483,17.849021582823244,2026-11-03,2026-08-07,última,,,Em Alta,40.51827621459961,-5.277310256634038,-5.852187480179005,True,False,False,sem sinal (Em Alta; sem novo topo (-5.3%))
DIRR3,BOVA11+SMALL11,BOVA11,Consumo discricionário,63.34,62.75,66.66666666666667,,,0.9,,73.0,43.22,50.33,90.28,31,Não,4,7,False,,True,,False,True,False,True,True,4,6,True,True,False,True,False,,True,False,True,,True,6021643776.0,7.19,2.83,13.39,12.12,39.35,10.1,18.16,,4.26,1.3,1.42,11.579999923706055,10.025169217840164,16.491018903460915,18.92375897842539,12.177051776016228,27.667777556052823,17.056955286359106,16.491018903460915,14.841917013114823,5,True,2.8,28.16854154490207,47.296678745574724,n/d,2025-12-17,última,,,Em Baixa,12.380000114440918,-6.46203702212963,-32.900199036552195,True,False,False,sem sinal (Em Baixa; sem novo topo (-6.5%))
KEPL3,SMALL11,SMALL11,Bens Industriais,62.88,65.15,50.0,,,0.7,,67.72,52.12,59.98,96.53,32,Não,5,7,False,,True,,False,True,True,False,False,3,6,True,True,True,False,False,,True,True,True,,True,1058604224.0,7.43,1.39,7.08,16.53,18.67,13.9,10.19,,2.02,0.42,,6.110000133514404,7.2140934327239155,10.503720038046023,8.552355503169556,9.018424457538572,,8.822148357869516,8.785389980354065,7.906850982318659,4,True,1.5,29.408360221601605,44.38867700638025,n/d,2025-12-16,última,,,Em Baixa,6.489999771118164,-5.855156409940665,-41.80952253795805,True,False,False,sem sinal (Em Baixa; sem novo topo (-5.9%))
ALPA4,SMALL11,SMALL11,Consumo discricionário,62.26,61.48,66.66666666666667,,,0.9,,75.3,40.35,50.05,75.0,33,Não,4,7,False,,False,,False,True,True,True,True,4,6,True,True,True,False,False,,True,False,True,,True,9189610496.0,13.18,2.55,13.27,8.77,19.37,17.96,13.17,,1.73,0.41,0.3,13.529999732971191,8.476983912186869,15.72480515710664,13.601858608639475,11.07034745078548,30.796661000693152,15.934131225882322,13.601858608639475,12.241672747775528,5,True,3.6,-9.52200303490136,17.768895346335544,n/d,2025-12-17,última,,,Lateral,12.479999542236328,8.413463375389751,-16.58446174019582,True,False,False,sem sinal (Lateral; sem novo topo (+8.4%))
TOTS3,BOVA11+SMALL11,BOVA11,Tecnologia de informação,62.04,58.28,83.33333333333333,,,0.5,,87.32,33.0,46.38,14.58,34,Não,6,7,False,,True,,False,True,True,True,True,5,6,True,True,True,True,True,,True,False,True,,True,18462611456.0,13.09,3.42,2.18,1.39,26.12,23.37,21.89,,1.84,0.92,0.87,32.209999084472656,3.192050003403871,5.921252756314181,32.6037041916931,22.83489900991191,40.323811024808556,,,,3,False,12.6,,,2026-11-04,2026-06-16,última,,,Em Alta,32.5099983215332,-0.9227906876323688,-32.45081207696994,True,False,False,sem sinal (Em Alta; sem novo topo (-0.9%))
CEAB3,BOVA11+SMALL11,BOVA11,Consumo discricionário,61.91,64.01,50.0,,,0.9,,61.95,84.59,42.97,63.89,35,Não,4,7,False,,False,,False,True,True,False,True,3,6,True,True,True,False,False,,True,False,True,,True,2754120448.0,5.03,0.74,5.68,6.49,14.79,14.93,7.02,,1.67,0.72,0.5,9.180000305175781,4.253546588183952,7.890328921081231,24.181909352600215,22.57013217003226,30.023989485823428,25.59201033615197,24.181909352600215,21.763718417340193,3,True,7.1,137.07753479125248,178.78005975362464,n/d,2025-12-26,última,,,Em Baixa,9.979999542236328,-8.01602478712421,-49.20898677565268,True,False,False,sem sinal (Em Baixa; sem novo topo (-8.0%))
EVEN3,SMALL11,SMALL11,Consumo discricionário,61.82,60.97,66.66666666666667,,,0.9,,44.95,79.05,65.99,77.78,36,Não,1,7,False,,True,,False,True,True,False,True,4,6,False,False,False,False,False,,True,False,True,,True,904719168.0,4.22,0.47,20.09,9.08,11.22,6.52,11.31,,4.53,0.65,0.61,4.559999942779541,2.956948885645444,5.485140182872297,14.3175353653623,15.358575671475181,17.288988613893224,,,,3,False,5.8,,,n/d,2026-06-02,última,,,Em Baixa,5.110000133514404,-10.763212844704961,-46.548229326958726,True,False,False,sem sinal (Em Baixa; sem novo topo (-10.8%))
